,uu_id,countyfips,tract,tract_name,average_wage
193,b2aedbc721bb3852961092b0c46eab8e,18085,961800,"Census Tract 9618, Kosciusko County, Indiana",15767.94444
194,2420ca4ef50459c0bcc8fdeb8ee35a68,18085,961100,"Census Tract 9611, Kosciusko County, Indiana",19748.95
195,248b6a72aba270fd9794b41f53813d5e,18085,962300,"Census Tract 9623, Kosciusko County, Indiana",13541.83333
196,ca479a7052cd4e84391854e800362169,18085,961200,"Census Tract 9612, Kosciusko County, Indiana",13308.61538
197,b63efd0868b06138b7c8f9da9027e457,18085,961300,"Census Tract 9613, Kosciusko County, Indiana",17307.45455
198,5977eb9301db6dd318dcf44eee64439c,18085,962000,"Census Tract 9620, Kosciusko County, Indiana",14628.06667
199,d75d4e493e871d3eb24b1d348ef440a0,18085,962100,"Census Tract 9621, Kosciusko County, Indiana",13213.53333
200,221c00f760916b30c2df9eff2bc6dc25,18085,961500,"Census Tract 9615, Kosciusko County, Indiana",15542.57143
201,b67c2c4abede3730932f8d53aba0341a,18085,961900,"Census Tract 9619, Kosciusko County, Indiana",15100
202,f142e2854cb3408a0daf85c0d1f97e74,18085,961000,"Census Tract 9610, Kosciusko County, Indiana",17832.86957
203,639c126e54c9418b800800b6626d118e,18087,970300,"Census Tract 9703, LaGrange County, Indiana",21923
204,6fbb60a508283bc1fb30c13ac419941a,18087,970402,"Census Tract 9704.02, LaGrange County, Indiana",21521
205,f328006c7c2a699678d33c97ed0b5dde,18087,970100,"Census Tract 9701, LaGrange County, Indiana",18908.81633
206,98e63567a2f4907c9cb2637247651530,18087,970200,"Census Tract 9702, LaGrange County, Indiana",20252.92188
207,7e1a4171a3a5fdf83696d9179174d4cd,18087,970600,"Census Tract 9706, LaGrange County, Indiana",18015.05263
208,37495d17e82f7df326bfc2c4c090f7b7,18089,21900,"Census Tract 219, Lake County, Indiana",11825.125
209,f0c359ea042cfbb7b690ca3b78fd7f60,18089,41900,"Census Tract 419, Lake County, Indiana",17697.22222
210,7ee27423441d3bced123afcec6335da8,18089,41302,"Census Tract 413.02, Lake County, Indiana",7308
211,2b4f94600254e0f271c110161e841358,18089,21700,"Census Tract 217, Lake County, Indiana",9726.875
212,aef08e5cd6bbf488ae574e9462f3e47b,18089,42704,"Census Tract 427.04, Lake County, Indiana",8861
213,5c034ab90d217bb1b993b22daaf1c27e,18089,42902,"Census Tract 429.02, Lake County, Indiana",18770.4
214,27a707c98b1a2316dd00df2309a628c4,18089,42505,"Census Tract 425.05, Lake County, Indiana",10133.5
215,b8801e9acd413ba93922af95ab5bc392,18089,30800,"Census Tract 308, Lake County, Indiana",8056.333333
216,592f2bae77a77f0721533ce7f3926d64,18089,12800,"Census Tract 128, Lake County, Indiana",7884.5
217,695e104bd84215f8226793190ee20baf,18089,42504,"Census Tract 425.04, Lake County, Indiana",17754.8
218,5091d0be49e94dc89756d9b0dd743214,18089,11200,"Census Tract 112, Lake County, Indiana",8295.166667
219,cd9e56779d1e78b55ee14e0e9d48f5ab,18089,42602,"Census Tract 426.02, Lake County, Indiana",14975.4
220,cfd973395338c6049c4ffea98214e90c,18089,42503,"Census Tract 425.03, Lake County, Indiana",9491
221,3c887b182d660a9a6b874c5f9b4f3f61,18089,11100,"Census Tract 111, Lake County, Indiana",7074.285714
222,b3a4cfbf22f45360e7fb11d1f8f86b9e,18089,43403,"Census Tract 434.03, Lake County, Indiana",9277
223,e8110fa2ab61007365cb825240af25dd,18089,41800,"Census Tract 418, Lake County, Indiana",8341.625
224,70077360c4805acada195b59cbbe1c78,18089,41700,"Census Tract 417, Lake County, Indiana",7746.333333
225,cb304c84e572423d939db1dbb2009609,18089,10201,"Census Tract 102.01, Lake County, Indiana",5080.9375
226,d2fb0b2935cd696dc7681a74797e86b7,18089,22000,"Census Tract 220, Lake County, Indiana",6885
227,4ca0a1c6a388982e4526ff6843825010,18089,12500,"Census Tract 125, Lake County, Indiana",5237.916667
228,52341b7215e0fb673d35b8a9638eeecf,18089,42100,"Census Tract 421, Lake County, Indiana",10784.18182
229,5c04f20bd2f8552aa7ac210dc01292fb,18089,42200,"Census Tract 422, Lake County, Indiana",15685.13333
230,1f24014b092a7ba6a1faaac5edaac47b,18089,10600,"Census Tract 106, Lake County, Indiana",9173.285714
231,ee9da2a37f88c1f0e922757286c26270,18089,11600,"Census Tract 116, Lake County, Indiana",9136.2
232,8f782a6153268c6031e31784e2d4eae2,18089,42000,"Census Tract 420, Lake County, Indiana",17538.8
233,9dd9614f2619fd1b8397cabdb3f2248a,18089,43102,"Census Tract 431.02, Lake County, Indiana",17127.66667
234,68e5bdd9fde563b534c8a38dfddb6146,18089,41600,"Census Tract 416, Lake County, Indiana",11392.2
235,258c76c5552e3c876c3e24e9658c0205,18089,42300,"Census Tract 423, Lake County, Indiana",11857.42857
236,21957d5517323845818d87623589e1ba,18089,10400,"Census Tract 104, Lake County, Indiana",7036.636364
237,9d137c34d4598e4f67aac16df77037e0,18089,42501,"Census Tract 425.01, Lake County, Indiana",11789.875
238,3611ab4b321d4532f1f18b13d1fd3b93,18089,42607,"Census Tract 426.07, Lake County, Indiana",14503.83333
239,1ba8e8f6caf333a10ab33d1add51b960,18089,42403,"Census Tract 424.03, Lake County, Indiana",10857.66667
240,592a852d462dffe18312976a3da5b7d8,18089,40300,"Census Tract 403, Lake County, Indiana",13002.14286
241,fec479d0202d6e1e3f051a9ee902ff5d,18089,43300,"Census Tract 433, Lake County, Indiana",9908.3125
242,7b208b710114a393f20ec464c7849157,18089,12400,"Census Tract 124, Lake County, Indiana",8687.75
243,6a5609f385912113b6f1014b958ed748,18089,11500,"Census Tract 115, Lake County, Indiana",7890.142857
244,56d73815bdda97aca8e26051183ed3ba,18089,43002,"Census Tract 430.02, Lake County, Indiana",11045
245,bc281215b12aa7a7b7ef1c769027e041,18089,30900,"Census Tract 309, Lake County, Indiana",8583.875
246,9ee08e65a6fc00045b2c609903e65603,18089,42901,"Census Tract 429.01, Lake County, Indiana",13185.5
247,d7fccf988f1d2e7ec1a105f974835ef8,18089,41002,"Census Tract 410.02, Lake County, Indiana",6372
