,uu_id,timeperiod,week_number,countyfips,tract,tract_name,total_claims,edu_8th_or_less,edu_grades_9_11,edu_hs_grad_equiv,edu_post_hs,edu_unknown,top_category_employer1,top_category_employer2,top_category_employer3,gender_female,gender_male,gender_na,race_amerindian,race_asian,race_black,race_noanswer,race_hawaiiannative,race_other,race_white
21,3934b01a1e31d0a6af96867e1afbf03c,20220416,16,18039,1100,"Census Tract 11, Elkhart County, Indiana",18,0,,15,,0,31-33,N/A,N/A,,,0,0,0,0,,0,14,
22,3934b01a1e31d0a6af96867e1afbf03c,20220910,37,18039,1100,"Census Tract 11, Elkhart County, Indiana",50,,,30,,0,31-33,N/A,N/A,16,34,0,0,0,0,,0,,44
23,5e9480dba0f8de932f4d9fb55fa6b8b1,20220820,34,18039,1200,"Census Tract 12, Elkhart County, Indiana",19,0,,10,,0,31-33,N/A,N/A,,,0,0,0,0,0,0,,
24,5e9480dba0f8de932f4d9fb55fa6b8b1,20220521,21,18039,1200,"Census Tract 12, Elkhart County, Indiana",10,0,0,,,0,31-33,N/A,N/A,,,0,0,0,0,0,0,,
25,5e9480dba0f8de932f4d9fb55fa6b8b1,20220514,20,18039,1200,"Census Tract 12, Elkhart County, Indiana",11,0,0,,,0,31-33,N/A,N/A,,,0,0,0,0,0,0,,
26,5e9480dba0f8de932f4d9fb55fa6b8b1,20220820,34,18039,1200,"Census Tract 12, Elkhart County, Indiana",19,0,,10,,0,31-33,N/A,N/A,,,0,0,0,0,0,0,,
27,1bd2241076381b8c9e85d660512a013e,20220514,20,18039,1300,"Census Tract 13, Elkhart County, Indiana",16,0,0,0,16,0,48-49,N/A,N/A,16,0,0,0,0,16,0,0,0,0
28,196c37e49c98e0b8cdd142c001431a7a,20220319,12,18095,1800,"Census Tract 18, Madison County, Indiana",10,0,,,,0,56,11,52,,,0,0,0,,0,0,,
29,8ed377ac3767ffda176fcdea40bcd7e4,20220409,15,18095,1900,"Census Tract 19, Madison County, Indiana",16,0,,11,,0,56,99,92,,,0,0,0,,0,0,0,
30,c06321bd819be6f5c537c67a2797bd12,20220625,26,18095,2000,"Census Tract 20, Madison County, Indiana",12,0,,,,,61,51,44-45,,,0,0,0,,0,0,0,
31,06e492b4f29d153af26c659d1f7da2a1,20220820,34,18033,20500,"Census Tract 205, DeKalb County, Indiana",23,0,,15,,0,31-33,51,42,,,0,0,0,0,0,0,0,23
32,06e492b4f29d153af26c659d1f7da2a1,20220820,34,18033,20500,"Census Tract 205, DeKalb County, Indiana",23,0,,15,,0,31-33,51,42,,,0,0,0,0,0,0,0,23
33,53405bf66812a9f2623a307de572c11e,20220409,15,18039,2200,"Census Tract 22, Elkhart County, Indiana",33,0,,17,,,31-33,51,81,16,17,0,,0,11,,0,,15
34,bf9e1cf78ce5a29fb59c7e634d596263,20220528,22,18039,2900,"Census Tract 29, Elkhart County, Indiana",10,0,0,,,0,31-33,99,62,,,0,0,0,,0,0,,
35,f43fb9e90c5ecf879016b159aaa17fcb,20220709,28,18035,500,"Census Tract 5, Delaware County, Indiana",10,0,0,,,0,31-33,11,72,,,0,0,0,0,,0,0,
36,bd42c9bae54ed298a8281caf7b699ff6,20220416,16,18103,952900,"Census Tract 9529, Miami County, Indiana",15,,,,,0,11,51,31-33,,,0,0,0,,0,0,0,
37,bd42c9bae54ed298a8281caf7b699ff6,20220226,9,18103,952900,"Census Tract 9529, Miami County, Indiana",12,0,,,,0,23,51,48-49,,,0,0,0,,0,0,0,
38,cfeb7a55105a6e277ebef7dc3df83ffc,20220115,3,18065,975800,"Census Tract 9758, Henry County, Indiana",14,0,,,,0,23,99,72,,,0,0,0,0,,0,0,
39,09fbf26479f644ad33186ec51a90d65d,20220507,19,18095,10200,"Census Tract 102, Madison County, Indiana",10,0,0,,,,56,51,44-45,,,0,0,0,0,0,0,0,10
40,4338a76c28b57d89da8a28cf06adcf73,20220806,32,18173,30600,"Census Tract 306, Warrick County, Indiana",10,0,,,,0,23,22,62,,,0,0,0,0,0,0,0,10
41,4338a76c28b57d89da8a28cf06adcf73,20220806,32,18173,30600,"Census Tract 306, Warrick County, Indiana",10,0,,,,0,23,22,62,,,0,0,0,0,0,0,0,10
42,4338a76c28b57d89da8a28cf06adcf73,20220806,32,18173,30600,"Census Tract 306, Warrick County, Indiana",10,0,,,,0,23,22,62,,,0,0,0,0,0,0,0,10
43,3224483a60925de51923d51b10a00141,20220709,28,18173,30800,"Census Tract 308, Warrick County, Indiana",10,0,0,0,10,0,31-33,22,N/A,,,0,0,0,0,0,0,0,10
44,c2e8e1c1da5aa1482049619b9f50efca,20220312,11,18097,322600,"Census Tract 3226, Marion County, Indiana",27,0,,18,,0,56,51,44-45,,,0,0,0,,0,0,,0
45,1fc50fb37c0734d85581fe5e605fe7c5,20220402,14,18097,330600,"Census Tract 3306, Marion County, Indiana",52,0,0,45,,,72,51,62,39,13,0,0,0,10,,0,,33
46,bc9128e5845a9ef736ccbd42b96f0030,20220716,29,18097,350500,"Census Tract 3505, Marion County, Indiana",26,0,,11,,,62,51,56,11,15,0,0,0,21,,0,,0
47,4c612ffd5f49d054536c369580b91474,20220521,21,18097,361600,"Census Tract 3616, Marion County, Indiana",29,0,,13,13,,62,51,72,,,0,0,0,17,0,0,0,12
48,4c612ffd5f49d054536c369580b91474,20220611,24,18097,361600,"Census Tract 3616, Marion County, Indiana",22,0,,,12,0,56,51,54,10,12,0,0,0,11,,0,,
49,d7fccf988f1d2e7ec1a105f974835ef8,20220319,12,18089,41002,"Census Tract 410.02, Lake County, Indiana",10,0,0,,,,44-45,99,81,,,0,0,,,,0,,
50,7ee27423441d3bced123afcec6335da8,20220806,32,18089,41302,"Census Tract 413.02, Lake County, Indiana",10,0,0,,,0,62,51,72,,,0,0,0,,0,0,,
51,7ee27423441d3bced123afcec6335da8,20220806,32,18089,41302,"Census Tract 413.02, Lake County, Indiana",10,0,0,,,0,62,51,72,,,0,0,0,,0,0,,
52,7ee27423441d3bced123afcec6335da8,20220806,32,18089,41302,"Census Tract 413.02, Lake County, Indiana",10,0,0,,,0,62,51,72,,,0,0,0,,0,0,,
53,02a7b845ab6b3fc2c09a50cdc486db2a,20220625,26,18091,41600,"Census Tract 416, LaPorte County, Indiana",11,0,0,,,,23,99,81,,,0,0,,0,,0,0,
54,8eef3f1453830d1939aae4e774e87c53,20220423,17,18091,42100,"Census Tract 421, LaPorte County, Indiana",16,,,,,,23,51,31-33,,,0,0,0,,,,,11
55,3611ab4b321d4532f1f18b13d1fd3b93,20220903,36,18089,42607,"Census Tract 426.07, Lake County, Indiana",36,0,0,,,0,81,51,23,,32,,0,0,0,,0,,33
56,3611ab4b321d4532f1f18b13d1fd3b93,20220903,36,18089,42607,"Census Tract 426.07, Lake County, Indiana",36,0,0,,,0,81,51,23,,32,,0,0,0,,0,,33
57,9ee08e65a6fc00045b2c609903e65603,20220205,6,18089,42901,"Census Tract 429.01, Lake County, Indiana",15,0,0,,,0,23,99,71,0,15,0,0,0,0,0,0,0,15
58,9ee08e65a6fc00045b2c609903e65603,20220129,5,18089,42901,"Census Tract 429.01, Lake County, Indiana",26,0,,,,0,23,99,81,,,0,0,0,0,,0,0,
59,20db450280ec6846d7a829a6ba40ccac,20220528,22,18109,511000,"Census Tract 5110, Morgan County, Indiana",10,0,,,,0,23,99,56,,,0,0,0,0,0,0,0,10
60,437523120b5bcbb4f6f5502c8216f2d0,20220226,9,18149,954100,"Census Tract 9541, Starke County, Indiana",17,0,,,,0,23,11,56,0,17,0,0,0,0,0,0,0,17
61,437523120b5bcbb4f6f5502c8216f2d0,20220409,15,18149,954100,"Census Tract 9541, Starke County, Indiana",12,0,0,,,0,23,11,56,,,0,0,0,0,0,0,0,12
62,3f20a7038f07e774663e01dea8a04cd0,20220806,32,18099,20800,"Census Tract 208, Marshall County, Indiana",14,0,,,,0,31-33,11,55,,,0,0,0,0,,0,0,
63,3f20a7038f07e774663e01dea8a04cd0,20220806,32,18099,20800,"Census Tract 208, Marshall County, Indiana",14,0,,,,0,31-33,11,55,,,0,0,0,0,,0,0,
64,3f20a7038f07e774663e01dea8a04cd0,20220806,32,18099,20800,"Census Tract 208, Marshall County, Indiana",14,0,,,,0,31-33,11,55,,,0,0,0,0,,0,0,
65,66d134a595bd52251321d496ae2f4e0b,20220827,35,18039,302,"Census Tract 3.02, Elkhart County, Indiana",14,,,,,0,31-33,N/A,N/A,,,0,0,0,0,,0,,11
66,66d134a595bd52251321d496ae2f4e0b,20220827,35,18039,302,"Census Tract 3.02, Elkhart County, Indiana",14,,,,,0,31-33,N/A,N/A,,,0,0,0,0,,0,,11
67,dbe44146ae677a77353f803391928966,20220129,5,18039,502,"Census Tract 5.02, Elkhart County, Indiana",15,0,,,,0,31-33,11,72,,,0,0,0,,0,0,,11
68,395702b93c95499f70d36073ba97df97,20220326,13,18019,50304,"Census Tract 503.04, Clark County, Indiana",14,0,0,,,0,62,99,81,,,0,0,0,,0,0,0,
69,0e6523fb3fc17f6a2ac7050972bd4bfd,20220326,13,18019,50401,"Census Tract 504.01, Clark County, Indiana",62,0,0,62,0,0,72,N/A,N/A,27,35,0,0,0,,0,0,0,
70,601ff2c0fd709298f6644ad0e766b2d6,20220910,37,18141,1100,"Census Tract 11, St. Joseph County, Indiana",20,0,,10,,0,31-33,51,44-45,,,0,0,0,,0,0,,13
71,601ff2c0fd709298f6644ad0e766b2d6,20220910,37,18141,1100,"Census Tract 11, St. Joseph County, Indiana",20,0,,10,,0,31-33,51,44-45,,,0,0,0,,0,0,,13
72,c8c87872fa559a2fd200ded474e8a8ad,20220212,7,18141,1400,"Census Tract 14, St. Joseph County, Indiana",32,0,19,,,0,56,51,42,10,22,0,0,0,,0,0,0,
73,c8c87872fa559a2fd200ded474e8a8ad,20220409,15,18141,1400,"Census Tract 14, St. Joseph County, Indiana",22,0,,15,,0,31-33,51,23,,,0,0,0,,0,0,,19
74,48ac5846d8d781fd5b7c6a863a572359,20220730,31,18039,1601,"Census Tract 16.01, Elkhart County, Indiana",63,,,37,,18,31-33,51,72,52,11,0,0,0,,0,0,,55
75,7e3e3d2f2f2b4f20fa63c425271e08e4,20220416,16,18039,1602,"Census Tract 16.02, Elkhart County, Indiana",21,,,10,,0,31-33,99,55,11,10,0,0,0,,0,0,,18
76,32686c399e21429791a419c0146217c9,20220730,31,18157,1700,"Census Tract 17, Tippecanoe County, Indiana",21,0,,,,0,31-33,11,56,,,0,0,0,11,,0,,
77,442a1b8f964352b0845991efdfe0a83a,20220402,14,18033,20602,"Census Tract 206.02, DeKalb County, Indiana",18,0,0,,,0,56,99,54,,,0,0,0,0,0,0,0,18
78,348c852abba65f89cd8af9395d6069d8,20220702,27,18127,50203,"Census Tract 502.03, Porter County, Indiana",11,0,,,,0,23,N/A,N/A,,,0,0,0,,0,0,0,
79,1b7425c1ee8dc2465ef939286316744c,20220827,35,18127,50402,"Census Tract 504.02, Porter County, Indiana",20,0,,12,,,23,51,44-45,,,0,0,,,,0,,14
80,1b7425c1ee8dc2465ef939286316744c,20220827,35,18127,50402,"Census Tract 504.02, Porter County, Indiana",20,0,,12,,,23,51,44-45,,,0,0,,,,0,,14
81,67bbd99237964244c2ad3d0531394291,20220416,16,18163,900,"Census Tract 9, Vanderburgh County, Indiana",17,0,11,,,0,31-33,51,23,,,0,0,0,,0,0,,13
82,1fe978b588e12780393047c4294e4c8a,20220115,3,18093,950400,"Census Tract 9504, Lawrence County, Indiana",11,0,0,,,0,23,21,56,,,0,0,0,0,0,0,0,11
83,65f24aac652de33abaf3f227b41e2641,20220312,11,18093,950500,"Census Tract 9505, Lawrence County, Indiana",12,0,,,,0,23,21,72,,,0,0,,,0,0,,
84,65f24aac652de33abaf3f227b41e2641,20220115,3,18093,950500,"Census Tract 9505, Lawrence County, Indiana",16,0,,13,,0,23,21,72,,,0,0,0,0,0,0,0,16
85,65f24aac652de33abaf3f227b41e2641,20220101,1,18093,950500,"Census Tract 9505, Lawrence County, Indiana",10,0,,,,0,23,21,72,,,0,0,0,,0,0,0,
86,65f24aac652de33abaf3f227b41e2641,20220305,10,18093,950500,"Census Tract 9505, Lawrence County, Indiana",15,0,,10,,,23,21,72,,,0,0,,,0,0,,
87,471301a66d4c4feb1f474cf934be8999,20220723,30,18093,950600,"Census Tract 9506, Lawrence County, Indiana",17,0,0,,,,61,21,72,,,0,0,0,0,0,0,0,17
88,471301a66d4c4feb1f474cf934be8999,20220409,15,18093,950600,"Census Tract 9506, Lawrence County, Indiana",29,,,,16,0,23,21,48-49,,,0,0,0,0,0,0,0,29
89,471301a66d4c4feb1f474cf934be8999,20220702,27,18093,950600,"Census Tract 9506, Lawrence County, Indiana",11,0,0,,,0,52,21,72,,,0,0,0,0,0,0,0,11
90,471301a66d4c4feb1f474cf934be8999,20220402,14,18093,950600,"Census Tract 9506, Lawrence County, Indiana",12,,,,,0,23,21,48-49,,,0,0,0,0,0,0,0,12
91,68153b89651358b0e4dab495d4feb3e9,20220326,13,18093,950700,"Census Tract 9507, Lawrence County, Indiana",16,0,,12,,0,23,21,48-49,,,0,,0,,0,0,,
92,68153b89651358b0e4dab495d4feb3e9,20220312,11,18093,950700,"Census Tract 9507, Lawrence County, Indiana",16,,,12,,0,23,21,56,,,0,,0,0,0,0,0,
93,68153b89651358b0e4dab495d4feb3e9,20220226,9,18093,950700,"Census Tract 9507, Lawrence County, Indiana",19,,,12,,0,23,21,48-49,,,0,,0,0,0,0,,
94,68153b89651358b0e4dab495d4feb3e9,20220409,15,18093,950700,"Census Tract 9507, Lawrence County, Indiana",16,0,,,,0,23,99,21,,,0,,0,0,0,0,0,
95,68153b89651358b0e4dab495d4feb3e9,20220305,10,18093,950700,"Census Tract 9507, Lawrence County, Indiana",24,0,,17,,0,23,21,99,,,0,,0,0,0,0,,
96,69274b987d26fbed84eb7d2b157badb6,20220115,3,18093,951000,"Census Tract 9510, Lawrence County, Indiana",10,,0,,,0,56,21,72,,,0,0,0,,0,0,0,
97,98e63567a2f4907c9cb2637247651530,20220730,31,18087,970200,"Census Tract 9702, LaGrange County, Indiana",20,,,11,,0,31-33,N/A,N/A,,,0,0,0,0,,0,,16
98,98e63567a2f4907c9cb2637247651530,20220910,37,18087,970200,"Census Tract 9702, LaGrange County, Indiana",79,10,12,42,15,0,31-33,N/A,N/A,27,52,0,0,0,0,,0,,72
99,98e63567a2f4907c9cb2637247651530,20220820,34,18087,970200,"Census Tract 9702, LaGrange County, Indiana",17,,,10,,0,31-33,N/A,N/A,,,0,,0,0,,0,,12
100,98e63567a2f4907c9cb2637247651530,20220813,33,18087,970200,"Census Tract 9702, LaGrange County, Indiana",55,,10,31,,0,31-33,N/A,N/A,25,30,0,,0,0,,0,,47
101,98e63567a2f4907c9cb2637247651530,20220528,22,18087,970200,"Census Tract 9702, LaGrange County, Indiana",12,0,,,0,0,31-33,N/A,N/A,,,0,0,0,0,0,0,0,12
102,98e63567a2f4907c9cb2637247651530,20220416,16,18087,970200,"Census Tract 9702, LaGrange County, Indiana",16,0,0,,,0,31-33,N/A,N/A,,,0,0,0,0,0,0,,
103,98e63567a2f4907c9cb2637247651530,20220820,34,18087,970200,"Census Tract 9702, LaGrange County, Indiana",17,,,10,,0,31-33,N/A,N/A,,,0,,0,0,,0,,12
104,98e63567a2f4907c9cb2637247651530,20220625,26,18087,970200,"Census Tract 9702, LaGrange County, Indiana",15,0,,11,,0,31-33,N/A,N/A,,,0,0,0,0,,0,0,
105,98e63567a2f4907c9cb2637247651530,20220813,33,18087,970200,"Census Tract 9702, LaGrange County, Indiana",55,,10,31,,0,31-33,N/A,N/A,25,30,0,,0,0,,0,,47
106,98e63567a2f4907c9cb2637247651530,20220827,35,18087,970200,"Census Tract 9702, LaGrange County, Indiana",13,0,,,,0,31-33,N/A,N/A,,,0,0,0,0,,0,,10
107,98e63567a2f4907c9cb2637247651530,20220910,37,18087,970200,"Census Tract 9702, LaGrange County, Indiana",79,10,12,42,15,0,31-33,N/A,N/A,27,52,0,0,0,0,,0,,72
108,98e63567a2f4907c9cb2637247651530,20220827,35,18087,970200,"Census Tract 9702, LaGrange County, Indiana",13,0,,,,0,31-33,N/A,N/A,,,0,0,0,0,,0,,10
109,639c126e54c9418b800800b6626d118e,20220806,32,18087,970300,"Census Tract 9703, LaGrange County, Indiana",25,19,,,0,0,31-33,N/A,N/A,,,0,0,0,0,0,0,0,25
110,639c126e54c9418b800800b6626d118e,20220806,32,18087,970300,"Census Tract 9703, LaGrange County, Indiana",25,19,,,0,0,31-33,N/A,N/A,,,0,0,0,0,0,0,0,25
111,639c126e54c9418b800800b6626d118e,20220716,29,18087,970300,"Census Tract 9703, LaGrange County, Indiana",16,,,12,,0,31-33,N/A,N/A,,,0,0,0,0,0,0,,
112,639c126e54c9418b800800b6626d118e,20220806,32,18087,970300,"Census Tract 9703, LaGrange County, Indiana",25,19,,,0,0,31-33,N/A,N/A,,,0,0,0,0,0,0,0,25
113,639c126e54c9418b800800b6626d118e,20220702,27,18087,970300,"Census Tract 9703, LaGrange County, Indiana",17,,,,,0,31-33,N/A,N/A,,,0,0,0,0,0,0,,
114,20f6fd3e9f0d1f997481861655cad7e4,20220129,5,18141,10300,"Census Tract 103, St. Joseph County, Indiana",19,0,,,,0,72,99,55,,,0,0,0,,0,0,0,
115,aea09a8d8901d51bb5c67eabc50f4379,20220108,2,18035,2302,"Census Tract 23.02, Delaware County, Indiana",17,0,0,,,0,23,99,62,,,0,0,0,0,0,0,0,17
116,bba6b4d023cec7812f6b6c30c570b278,20220514,20,18097,310305,"Census Tract 3103.05, Marion County, Indiana",26,0,,10,11,,56,51,44-45,,,0,0,0,18,0,0,,
117,8ce569bbea13d8c92615e2cff87dcb0d,20220319,12,18097,310308,"Census Tract 3103.08, Marion County, Indiana",15,0,,,10,0,56,51,23,,,0,0,0,11,,0,0,
118,c0391823af85ef75df9d031878d35b5d,20220514,20,18097,320204,"Census Tract 3202.04, Marion County, Indiana",28,0,0,16,,,48-49,22,56,17,11,0,0,0,20,0,0,,
119,516a760c644c21ff41a8cd20b6fb73bf,20220528,22,18097,330209,"Census Tract 3302.09, Marion County, Indiana",40,0,,16,21,,52,21,56,,21,,0,0,,,,0,22
120,6877b5946ab2ee471e4c546252057f29,20220416,16,18097,360405,"Census Tract 3604.05, Marion County, Indiana",30,0,,16,,,23,51,31-33,17,13,0,0,0,23,,0,,
121,ce8723e47ce346b09bc20deb5d27749e,20220806,32,18097,360601,"Census Tract 3606.01, Marion County, Indiana",10,0,0,,,0,44-45,99,56,,,0,0,0,,,0,,
122,ce8723e47ce346b09bc20deb5d27749e,20220806,32,18097,360601,"Census Tract 3606.01, Marion County, Indiana",10,0,0,,,0,44-45,99,56,,,0,0,0,,,0,,
123,ce8723e47ce346b09bc20deb5d27749e,20220806,32,18097,360601,"Census Tract 3606.01, Marion County, Indiana",10,0,0,,,0,44-45,99,56,,,0,0,0,,,0,,
124,7eeae8c98cf4678be80f35a01f25fe6c,20220702,27,18097,381001,"Census Tract 3810.01, Marion County, Indiana",11,0,,,,0,62,51,23,,,0,,0,,0,,0,
125,221c00f760916b30c2df9eff2bc6dc25,20220813,33,18085,961500,"Census Tract 9615, Kosciusko County, Indiana",17,0,,12,,0,31-33,N/A,N/A,,,0,0,0,0,0,0,,
126,221c00f760916b30c2df9eff2bc6dc25,20220910,37,18085,961500,"Census Tract 9615, Kosciusko County, Indiana",26,0,,14,,0,31-33,N/A,N/A,,,0,0,0,0,0,0,,
127,221c00f760916b30c2df9eff2bc6dc25,20220813,33,18085,961500,"Census Tract 9615, Kosciusko County, Indiana",17,0,,12,,0,31-33,N/A,N/A,,,0,0,0,0,0,0,,
128,221c00f760916b30c2df9eff2bc6dc25,20220910,37,18085,961500,"Census Tract 9615, Kosciusko County, Indiana",26,0,,14,,0,31-33,N/A,N/A,,,0,0,0,0,0,0,,
129,248b6a72aba270fd9794b41f53813d5e,20220910,37,18085,962300,"Census Tract 9623, Kosciusko County, Indiana",14,0,,,,0,31-33,N/A,N/A,,,0,0,0,,0,0,,10
130,248b6a72aba270fd9794b41f53813d5e,20220910,37,18085,962300,"Census Tract 9623, Kosciusko County, Indiana",14,0,,,,0,31-33,N/A,N/A,,,0,0,0,,0,0,,10
131,adef8f4cb061376c14393d4fb9ab3f89,20220910,37,18099,20101,"Census Tract 201.01, Marshall County, Indiana",49,,13,21,,0,31-33,N/A,N/A,12,37,0,0,,0,,0,,35
132,adef8f4cb061376c14393d4fb9ab3f89,20220910,37,18099,20101,"Census Tract 201.01, Marshall County, Indiana",49,,13,21,,0,31-33,N/A,N/A,12,37,0,0,,0,,0,,35
133,05f47cc80d60a67d61e891e2b90c2045,20220521,21,18141,302,"Census Tract 3.02, St. Joseph County, Indiana",19,0,0,,,0,62,N/A,N/A,,,0,0,0,,0,0,0,
134,a04177f6fbc3ba8065f2681089a0fad7,20220319,12,18081,610401,"Census Tract 6104.01, Johnson County, Indiana",11,0,0,,,0,23,99,81,,,0,0,0,,0,0,,
135,14ceb8012cb1b912044297c8933cfcfc,20220101,1,18057,110506,"Census Tract 1105.06, Hamilton County, Indiana",39,,0,,27,0,56,22,52,,,0,0,0,,,0,,28
136,d78d5eaa3a43f2a71683ae0f05ce3a8f,20220813,33,18057,110806,"Census Tract 1108.06, Hamilton County, Indiana",23,0,,,19,0,56,51,62,13,10,0,0,,,,0,,12
137,d78d5eaa3a43f2a71683ae0f05ce3a8f,20220813,33,18057,110806,"Census Tract 1108.06, Hamilton County, Indiana",23,0,,,19,0,56,51,62,13,10,0,0,,,,0,,12
138,6fbb60a508283bc1fb30c13ac419941a,20220910,37,18087,970402,"Census Tract 9704.02, LaGrange County, Indiana",22,,0,12,,0,31-33,N/A,N/A,,,0,0,,0,0,0,0,
139,6fbb60a508283bc1fb30c13ac419941a,20220903,36,18087,970402,"Census Tract 9704.02, LaGrange County, Indiana",12,,,,0,0,31-33,N/A,N/A,,,0,0,0,,0,0,0,
140,6fbb60a508283bc1fb30c13ac419941a,20220910,37,18087,970402,"Census Tract 9704.02, LaGrange County, Indiana",22,,0,12,,0,31-33,N/A,N/A,,,0,0,,0,0,0,0,
141,6fbb60a508283bc1fb30c13ac419941a,20220903,36,18087,970402,"Census Tract 9704.02, LaGrange County, Indiana",12,,,,0,0,31-33,N/A,N/A,,,0,0,0,,0,0,0,
142,46c4f6c75e663b1ca82ea7994e6d83d3,20220409,15,18141,11602,"Census Tract 116.02, St. Joseph County, Indiana",19,0,,,,,31-33,99,23,,,0,0,0,0,,,0,
143,46c4f6c75e663b1ca82ea7994e6d83d3,20220723,30,18141,11602,"Census Tract 116.02, St. Joseph County, Indiana",19,0,0,,,0,31-33,99,81,,,0,,0,,0,0,0,15
144,39a100d6d185266c9a61f621e3461ca9,20220430,18,18063,210502,"Census Tract 2105.02, Hendricks County, Indiana",50,0,35,,,0,44-45,51,99,34,,,0,0,0,0,0,0,50
145,39a100d6d185266c9a61f621e3461ca9,20220312,11,18063,210502,"Census Tract 2105.02, Hendricks County, Indiana",13,0,,,,0,62,51,48-49,,,0,0,0,,0,0,0,
146,39a100d6d185266c9a61f621e3461ca9,20220219,8,18063,210502,"Census Tract 2105.02, Hendricks County, Indiana",15,0,,,,0,23,51,99,,,0,0,0,0,,0,0,
147,39a100d6d185266c9a61f621e3461ca9,20220423,17,18063,210502,"Census Tract 2105.02, Hendricks County, Indiana",15,0,,,,0,23,99,62,,,0,0,0,,0,0,0,
148,39a100d6d185266c9a61f621e3461ca9,20220108,2,18063,210502,"Census Tract 2105.02, Hendricks County, Indiana",16,0,,,,0,62,51,48-49,,,,0,0,,,0,0,
